taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_name
2578107,2578107,GCF_005937985.2,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. KBS0702,strain=KBS0702
2578110,2578110,GCF_005937945.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. KBS0707,strain=KBS0707
2578113,2578113,GCF_005937905.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. KBS0725,strain=KBS0725
2578114,2578114,GCF_005937885.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. KBS0727,strain=KBS0727
2578115,2578115,GCF_005937845.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. KBS0802,strain=KBS0802
2579247,28901,GCF_005537135.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS009887
2579247,28901,GCF_005890095.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS009880
2579248,2579248,GCF_013365515.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. CGMCC 11546,strain=CGMCC 11546
2579250,2579250,GCF_004006315.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia sp. PV-1,strain=PV-1
2579935,2579935,GCF_005671395.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Jejubacter,Jejubacter calystegiae,strain=KSNA2
2579971,2579971,GCF_005887635.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paraoceanicella,Paroceanicella profunda,strain=D4M1
2579977,2579977,GCF_005484585.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. SGAir0440,strain=SGAir0440
2580412,2580412,GCF_005885815.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus sediminis,strain=G1
2580515,2580515,GCF_006970545.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. T29,strain=T29
2582827,2582827,GCF_005937795.2,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. KBS0812,strain=KBS0812
2582830,2582830,GCF_005843965.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. M190262,strain=M190262
2582831,2582831,GCF_009650765.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SUK 48,strain=SUK 48
2582905,2582905,GCF_005954645.2,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. S-1144,
2582913,2582913,GCF_005849285.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Luteithermobacter,Luteithermobacter gelatinilyticus,strain=MEBiC09520
2583231,2583231,GCF_005860925.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium indicum,strain=JKLM 13E
2583231,2583231,GCF_005862305.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium indicum,strain=JKLM 12A2
2583243,2583243,GCF_007833915.1,Bacteria,,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. HM134,strain=HM134
2583375,2583375,GCF_005877035.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas distincta,strain=16-SW-7
2583377,2583377,GCF_006542275.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus brassicae,strain=ATSA2
2583452,2583452,GCF_010537155.1,Bacteria,,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium intestinale,strain=N6H1-5
2583452,2583452,GCF_010537335.1,Bacteria,,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium intestinale,strain=9CBEGH2
2583530,2583530,GCF_008386235.1,Bacteria,,Cyanobacteria,,Pseudanabaenales,Thermosynechococcaceae,Thermosynechococcus,Thermosynechococcus sp. CL-1,strain=CL-1
2583532,2583532,GCF_016598595.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,Martelella lutilitoris,strain=ZRK001
2583584,2583584,GCF_902141215.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. NCTC 11567,strain=NCTC11567
2583588,28901,GCF_004792455.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014866
2583588,28901,GCF_004919145.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014847
2583588,28901,GCF_004919165.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014846
2583588,28901,GCF_004919185.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014849
2583588,28901,GCF_004919205.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014848
2583588,28901,GCF_004919225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014855
2583588,28901,GCF_004919265.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014859
2583588,28901,GCF_004919285.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014850
2583588,28901,GCF_004919305.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014852
2583588,28901,GCF_004919325.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014857
2583588,28901,GCF_004919345.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014858
2583588,28901,GCF_004919385.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014863
2583588,28901,GCF_004919405.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014865
2583588,28901,GCF_004919425.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014867
2583588,28901,GCF_004919445.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014868
2583588,28901,GCF_004919465.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014873
2583588,28901,GCF_004941405.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014875
2583588,28901,GCF_005094845.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014861
2583588,28901,GCF_005144925.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014853
2583588,28901,GCF_005144945.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS000211
2583588,28901,GCF_005144985.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014860
2583588,28901,GCF_005160365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014864
2583588,28901,GCF_005160385.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014876
2583588,28901,GCF_005160405.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014880
2583588,28901,GCF_005890175.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=SA20070548
2583588,28901,GCF_005954705.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=SA20082869
2583588,28901,GCF_006385115.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=SA20143792
2583588,28901,GCF_009017295.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS007087
2583588,28901,GCF_009017315.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS014881
2583588,28901,GCF_009017335.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=PNCS007098
2583822,2583822,GCF_006065115.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Plantibacter,Plantibacter sp. M259,strain=M259
2583823,2583823,GCF_008001235.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. IOR2,strain=IOR2
2583851,2583851,GCF_006088815.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia sp. JS20170427COW,strain=JS20170427COW
2583989,2583989,GCF_013463155.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. 17KM0847,strain=17KM0847
2584094,2584094,GCF_002218195.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus sp. SMR4y,strain=SMR4y
2584466,2584466,GCF_006351905.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 8,strain=8
2584940,2584940,GCF_006352025.1,Bacteria,,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG01,strain=DG01
2584943,2584943,GCF_006351825.1,Bacteria,,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Longibaculum sp. KGMB06250,strain=KGMB06250
2584944,2584944,GCF_006337085.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis,strain=KGMB03119
2585117,328813,GCF_006542645.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,strain=3BBH6
2585117,328813,GCF_006542705.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,strain=5CPYCFAH4
2585117,328813,GCF_006542725.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,strain=5NYCFAH2
2585118,2585118,GCF_006542665.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,strain=5CBH24
2585118,2585118,GCF_006542745.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,strain=6CPBBH3
2585119,2585119,GCF_006542685.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes dispar,strain=5CPEGH6
2585135,2585135,GCF_006349365.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia,Georgenia wutianyii,strain=Z294
2585717,2585717,GCF_006337065.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,Agromyces laixinhei,strain=HY052
2585771,2585771,GCF_007993795.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,Antarcticibacterium arcticum,strain=PAMC 28998
2585772,2585772,GCF_012572025.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. HNA3,strain=HNA3
2587163,2587163,GCF_006351965.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Oceanicola,Oceanicola sp. D3,strain=D3
2587597,2587597,GCF_006351945.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SWI7,strain=SWI7
2587808,2587808,GCF_009708005.2,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Cellulosimicrobium sp. BI34T,strain=BI34T
2587842,2587842,GCF_009363795.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maribius,Maribius sp. THAF1,strain=THAF1
2587843,2587843,GCF_009363775.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. THAF3,strain=THAF3
2587844,2587844,GCF_009363755.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. THAF5a,strain=THAF5a
2587845,2587845,GCF_009363815.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. THAF7b,strain=THAF7b
2587846,2587846,GCF_009363735.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius sp. THAF8,strain=THAF8
2587847,2587847,GCF_009363715.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius sp. THAF9,strain=THAF9
2587848,2587848,GCF_009363695.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. THAF10,strain=THAF10
2587849,2587849,GCF_009363675.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. THAF12,strain=THAF12
2587850,2587850,GCF_009363655.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius sp. THAF27,strain=THAF27
2587851,2587851,GCF_009363635.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. THAF29,strain=THAF29
2587852,2587852,GCF_009363575.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax,Roseivivax sp. THAF30,strain=THAF30
2587853,2587853,GCF_009363615.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp. THAF33,strain=THAF33
2587854,2587854,GCF_009363595.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF35,strain=THAF35
2587855,2587855,GCF_009363555.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. THAF37,strain=THAF37
2587856,2587856,GCF_009363535.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer sp. THAF38,strain=THAF38
2587857,2587857,GCF_009363515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. THAF39,strain=THAF39
2587858,2587858,GCF_009363495.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax,Roseivivax sp. THAF40,strain=THAF40
2587859,2587859,GCF_009363475.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. THAF42,strain=THAF42
2587860,2587860,GCF_009363455.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. THAF64,strain=THAF64
2587861,2587861,GCF_009363435.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF82,strain=THAF82
2587862,2587862,GCF_009363415.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio aquimaris,strain=THAF100
2587863,2587863,GCF_009363395.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. THAF187a,strain=THAF187a
2587864,2587864,GCF_009363375.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF187b,strain=THAF187b
2587865,2587865,GCF_009363355.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. THAF190c,strain=THAF190c
2587866,2587866,GCF_009363335.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF191a,strain=THAF191a
2587867,2587867,GCF_009363315.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF191b,strain=THAF191b
2587868,2587868,GCF_009363295.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. THAF192,strain=THAF192
2587869,2587869,GCF_009363275.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. THAF197a,strain=THAF197a
2588299,2588299,GCF_009363255.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax,Roseivivax sp. THAF197b,strain=THAF197b
2588449,2588449,GCF_006385555.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella polaris,strain=SM1901
2588711,2588711,GCF_016134045.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagovum,Pelagovum pacificum,strain=SM1903
2589074,2589074,GCF_006494815.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sambongensis,strain=KUDC 5002
2589076,2589076,GCF_011801365.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sp. AK26,strain=AK26
2589080,2589080,GCF_006385595.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter pinisoli,strain=MAH-14
2589790,2589790,GCF_006385735.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. LC6,strain=LC6
2589797,2589797,GCF_006352065.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia,Georgenia yuyongxinii,strain=Z443
2589818,2589818,GCF_011082085.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. Cs-700,strain=Cs-700
2589986,2589986,GCF_013394105.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella sp. Scap27,strain=Scap27
2589987,2589987,GCF_013394145.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. Scap07,strain=Scap07
2589991,2589991,GCF_013394165.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. Scap06,strain=Scap06
2589992,2589992,GCF_013394125.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. Scap25,strain=Scap25
2590012,2590012,GCF_016638705.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus agricola,strain=FJAT-51161
2590015,2590015,GCF_006494715.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. SNU WT4,strain=SNU WT1
2590016,2590016,GCF_006517275.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. PHM005,strain=PHM005
2590020,2590020,GCF_014905115.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas sediminis,strain=S2-6
2590021,2590021,GCF_009258045.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas xiamenensis,strain=1-1N
2590022,2590022,GCF_009258225.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas lithotrophica,strain=GYSZ_1
2590551,2590551,GCF_014905095.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas sp. B2,strain=B2
2590774,2590774,GCF_006517215.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502771,strain=NIBRBAC000502771
2590775,2590775,GCF_006517235.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502772,strain=NIBRBAC000502772
2590776,2590776,GCF_006517195.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. NIBRBAC000502773,strain=NIBRBAC000502773
2590777,2590777,GCF_006517835.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NIBRBAC000502774,strain=NIBRBAC000502774
2590785,2590785,GCF_006517815.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502770,strain=NIBRBAC000502770
